  0.00e+00  4.06e+00  3.27e+00  3.31e-01  2.12e-01  7.37e-01  2.08e-01  3.20e-01  3.41e-01  7.67e-02  7.83e-02  2.04e-01  1.19e-01  6.38e-02  4.93e-02  3.41e-02  1.14e-01  3.32e-02  3.94e-02  1.02e-01  8.57e-02  4.87e-02  5.38e-02  4.61e-02  1.18e-01
  4.06e+00  0.00e+00  5.17e+00  6.11e+00  6.92e-01  3.47e+00  5.87e+00  1.33e+01  1.20e+00  6.50e-01  2.92e-01  1.02e+00  3.81e+00  1.51e+00  2.51e-01  1.61e+00  4.86e-01  2.69e-01  1.67e-01  5.70e-01  2.19e+00  9.97e-01  3.19e-01  1.78e+00  4.57e-01
  3.27e+00  5.17e+00  0.00e+00  1.54e+00  1.00e+01  1.26e+01  2.61e+00  2.98e+00  4.49e+00  4.10e-01  4.10e-01  1.66e+00  8.02e-01  5.66e-01  1.54e+00  5.13e-01  8.88e-01  2.10e-01  1.52e-01  8.08e-01  5.75e-01  4.06e-01  1.09e+00  5.26e-01  7.64e-01
  3.31e-01  6.11e+00  1.54e+00  0.00e+00  7.64e-01  3.32e+00  6.42e+01  3.07e+01  7.43e-01  3.40e+00  1.89e-01  8.41e-01  5.67e+00  4.60e+00  5.27e-01  8.82e+00  2.51e-01  1.17e+00  1.02e-01  4.41e-01  3.23e+00  2.53e+00  4.09e-01  4.03e+00  2.28e-01
  2.12e-01  6.92e-01  1.00e+01  7.64e-01  0.00e+00  3.83e+00  1.23e+00  1.52e+00  2.46e+01  2.28e-01  9.72e-01  5.46e+00  5.15e-01  2.73e-01  4.57e+00  6.43e-01  1.23e+00  1.11e-01  2.85e-01  1.08e+00  3.76e-01  1.59e-01  1.35e+00  4.86e-01  7.15e-01
  7.37e-01  3.47e+00  1.26e+01  3.32e+00  3.83e+00  0.00e+00  8.35e+00  1.19e+01  8.57e+01  8.16e-01  5.63e+00  2.57e+01  3.11e+00  1.85e+00  2.94e+01  3.12e+00  5.40e+00  4.26e-01  1.21e+00  7.77e+00  2.42e+00  1.16e+00  1.18e+01  2.39e+00  3.25e+00
  2.08e-01  5.87e+00  2.61e+00  6.42e+01  1.23e+00  8.35e+00  0.00e+00  3.43e+03  3.02e+00  8.42e+01  5.90e-01  3.79e+00  6.47e+01  4.62e+01  2.84e+00  9.02e+01  1.40e+00  5.89e+00  3.75e-01  1.91e+00  2.59e+01  1.85e+01  1.63e+00  2.42e+01  1.10e+00
  3.20e-01  1.33e+01  2.98e+00  3.07e+01  1.52e+00  1.19e+01  3.43e+03  0.00e+00  4.84e+00  3.78e+01  1.08e+00  6.13e+00  9.72e+01  2.30e+01  5.79e+00  1.87e+02  1.96e+00  4.76e+00  4.95e-01  3.26e+00  3.68e+01  1.31e+01  3.56e+00  6.79e+01  1.57e+00
  3.41e-01  1.20e+00  4.49e+00  7.43e-01  2.46e+01  8.57e+01  3.02e+00  4.84e+00  0.00e+00  8.27e-01  4.62e+01  9.25e+01  3.59e+00  2.29e+00  5.49e+01  3.95e+00  1.93e+01  4.52e-01  2.74e+00  1.04e+01  2.06e+00  1.17e+00  1.07e+01  2.25e+00  6.97e+00
  7.67e-02  6.50e-01  4.10e-01  3.40e+00  2.28e-01  8.16e-01  8.42e+01  3.78e+01  8.27e-01  0.00e+00  7.39e-01  1.70e+00  1.06e+02  3.71e+02  2.23e+00  6.67e+01  7.59e-01  9.83e+00  3.04e-01  8.58e-01  1.89e+01  2.33e+01  8.22e-01  3.91e+01  5.17e-01
  7.83e-02  2.92e-01  4.10e-01  1.89e-01  9.72e-01  5.63e+00  5.90e-01  1.08e+00  4.62e+01  7.39e-01  0.00e+00  2.65e+01  1.58e+00  7.66e-01  1.56e+01  1.63e+00  1.49e+02  3.22e-01  3.90e+00  2.28e+01  8.26e-01  3.86e-01  2.33e+01  9.67e-01  6.62e+00
  2.04e-01  1.02e+00  1.66e+00  8.41e-01  5.46e+00  2.57e+01  3.79e+00  6.13e+00  9.25e+01  1.70e+00  2.65e+01  0.00e+00  1.24e+01  5.28e+00  9.11e+02  1.23e+01  2.92e+02  8.38e-01  1.39e+01  6.83e+01  5.29e+00  2.25e+00  6.19e+01  6.73e+00  2.27e+01
  1.19e-01  3.81e+00  8.02e-01  5.67e+00  5.15e-01  3.11e+00  6.47e+01  9.72e+01  3.59e+00  1.06e+02  1.58e+00  1.24e+01  0.00e+00  1.65e+04  1.16e+01  6.97e+03  4.70e+00  1.16e+02  1.15e+00  6.61e+00  2.52e+02  8.87e+01  6.93e+00  4.76e+02  2.86e+00
