  0.00e+00  4.80e+00  7.98e-01  3.83e-01  1.53e-01  4.14e-01  2.43e-01  2.03e-01  1.72e-01  1.23e-01  5.29e-02  1.34e-01  9.74e-02  7.27e-02  3.61e-02  3.59e-02  5.84e-02  3.31e-02  2.18e-02  5.67e-02  4.72e-02  4.39e-02  3.74e-02  2.98e-02  3.53e-02
  4.80e+00  0.00e+00  3.47e+00  3.14e+00  6.13e-01  2.94e+00  4.31e+00  4.69e+00  9.66e-01  6.24e-01  3.05e-01  1.08e+00  2.01e+00  1.16e+00  2.04e-01  7.92e-01  3.86e-01  1.91e-01  1.23e-01  4.16e-01  9.47e-01  6.12e-01  2.06e-01  7.22e-01  2.51e-01
  7.98e-01  3.47e+00  0.00e+00  2.46e+00  5.75e+00  8.13e+00  4.06e+00  3.00e+00  2.66e+00  6.49e-01  3.68e-01  1.89e+00  9.71e-01  7.42e-01  7.96e-01  4.44e-01  6.88e-01  2.25e-01  1.16e-01  5.11e-01  4.14e-01  3.83e-01  4.82e-01  3.10e-01  3.13e-01
  3.83e-01  3.14e+00  2.46e+00  0.00e+00  5.45e-01  5.23e+00  1.28e+01  1.16e+01  5.46e-01  2.85e+00  2.28e-01  8.52e-01  2.61e+00  2.16e+00  3.59e-01  2.97e+00  2.85e-01  7.24e-01  1.12e-01  3.69e-01  1.16e+00  9.67e-01  2.45e-01  1.29e+00  1.60e-01
  1.53e-01  6.13e-01  5.75e+00  5.45e-01  0.00e+00  2.11e+00  1.70e+00  1.43e+00  3.78e+00  2.44e-01  5.43e-01  2.01e+00  5.73e-01  4.00e-01  1.13e+00  5.71e-01  5.01e-01  1.06e-01  1.71e-01  4.29e-01  2.86e-01  1.53e-01  4.09e-01  3.07e-01  1.99e-01
  4.14e-01  2.94e+00  8.13e+00  5.23e+00  2.11e+00  0.00e+00  1.22e+01  1.15e+01  2.26e+01  1.00e+00  4.32e+00  1.22e+01  4.24e+00  2.76e+00  8.08e+00  2.87e+00  3.53e+00  5.09e-01  5.52e-01  3.62e+00  2.03e+00  1.20e+00  3.97e+00  1.84e+00  1.52e+00
  2.43e-01  4.31e+00  4.06e+00  1.28e+01  1.70e+00  1.22e+01  0.00e+00  1.53e+03  2.88e+00  2.36e+01  9.56e-01  6.21e+00  2.26e+01  2.08e+01  2.79e+00  2.40e+01  1.97e+00  2.39e+00  4.87e-01  2.07e+00  1.09e+01  6.61e+00  1.46e+00  9.29e+00  9.35e-01
  2.03e-01  4.69e+00  3.00e+00  1.16e+01  1.43e+00  1.15e+01  1.53e+03  0.00e+00  6.81e+00  3.83e+01  1.71e+00  1.11e+01  5.13e+01  2.39e+01  7.11e+00  5.62e+01  2.75e+00  3.97e+00  6.41e-01  3.73e+00  1.90e+01  9.05e+00  3.28e+00  2.56e+01  1.66e+00
  1.72e-01  9.66e-01  2.66e+00  5.46e-01  3.78e+00  2.26e+01  2.88e+00  6.81e+00  0.00e+00  1.60e+00  1.55e+01  2.47e+01  6.64e+00  5.65e+00  1.83e+01  5.12e+00  8.69e+00  7.70e-01  8.76e-01  5.64e+00  2.26e+00  1.44e+00  4.14e+00  2.10e+00  2.15e+00
  1.23e-01  6.24e-01  6.49e-01  2.85e+00  2.44e-01  1.00e+00  2.36e+01  3.83e+01  1.60e+00  0.00e+00  1.12e+00  2.95e+00  3.12e+01  2.99e+01  2.91e+00  2.86e+01  1.03e+00  3.98e+00  2.76e-01  8.09e-01  6.14e+00  5.58e+00  7.42e-01  6.47e+00  4.47e-01
  5.29e-02  3.05e-01  3.68e-01  2.28e-01  5.43e-01  4.32e+00  9.56e-01  1.71e+00  1.55e+01  1.12e+00  0.00e+00  1.11e+01  2.63e+00  1.23e+00  5.37e+00  1.99e+00  1.88e+01  3.22e-01  8.58e-01  6.86e+00  9.98e-01  5.84e-01  4.78e+00  1.26e+00  1.45e+00
  1.34e-01  1.08e+00  1.89e+00  8.52e-01  2.01e+00  1.22e+01  6.21e+00  1.11e+01  2.47e+01  2.95e+00  1.11e+01  0.00e+00  2.02e+01  1.18e+01  1.58e+02  1.27e+01  5.09e+01  1.27e+00  7.85e+00  2.20e+01  7.24e+00  3.63e+00  2.19e+01  7.69e+00  8.71e+00
  9.74e-02  2.01e+00  9.71e-01  2.61e+00  5.73e-01  4.24e+00  2.26e+01  5.13e+01  6.64e+00  3.12e+01  2.63e+00  2.02e+01  0.00e+00  1.51e+04  1.61e+01  2.73e+03  6.98e+00  8.25e+01  1.36e+00  8.34e+00  8.62e+01  4.65e+01  8.25e+00  9.08e+01  3.16e+00
  7.27e-02  1.16e+00  7.42e-01  2.16e+00  4.00e-01  2.76e+00  2.08e+01  2.39e+01  5.65e+00  2.99e+01  1.23e+00  1.18e+01  1.51e+04  0.00e+00  8.66e+00  5.34e+02  3.69e+00  7.15e+01  1.18e+00  5.49e+00  4.62e+01  3.42e+01  4.01e+00  4.82e+01  1.71e+00
  3.61e-02  2.04e-01  7.96e-01  3.59e-01  1.13e+00  8.08e+00  2.79e+00  7.11e+00  1.83e+01  2.91e+00  5.37e+00  1.58e+02  1.61e+01  8.66e+00  0.00e+00  1.80e+01  4.30e+01  1.45e+00  5.43e+00  5.76e+01  9.11e+00  4.30e+00  5.10e+01  1.04e+01  1.37e+01
  3.59e-02  7.92e-01  4.44e-01  2.97e+00  5.71e-01  2.87e+00  2.40e+01  5.62e+01  5.12e+00  2.86e+01  1.99e+00  1.27e+01  2.73e+03  5.34e+02  1.80e+01  0.00e+00  7.28e+00  6.04e+01  2.00e+00  1.04e+01  9.29e+01  3.57e+01  9.88e+00  1.61e+02  4.09e+00
  5.84e-02  3.86e-01  6.88e-01  2.85e-01  5.01e-01  3.53e+00  1.97e+00  2.75e+00  8.69e+00  1.03e+00  1.88e+01  5.09e+01  6.98e+00  3.69e+00  4.30e+01  7.28e+00  0.00e+00  1.18e+00  4.02e+01  9.50e+01  5.47e+00  2.88e+00  2.81e+01  6.38e+00  1.76e+01
  3.31e-02  1.91e-01  2.25e-01  7.24e-01  1.06e-01  5.09e-01  2.39e+00  3.97e+00  7.70e-01  3.98e+00  3.22e-01  1.27e+00  8.25e+01  7.15e+01  1.45e+00  6.04e+01  1.18e+00  0.00e+00  5.57e-01  1.66e+00  8.36e+01  1.44e+02  1.51e+00  7.51e+01  7.88e-01
  2.18e-02  1.23e-01  1.16e-01  1.12e-01  1.71e-01  5.52e-01  4.87e-01  6.41e-01  8.76e-01  2.76e-01  8.58e-01  7.85e+00  1.36e+00  1.18e+00  5.43e+00  2.00e+00  4.02e+01  5.57e-01  0.00e+00  6.66e+01  1.74e+00  8.65e-01  9.09e+00  1.68e+00  7.72e+01
  5.67e-02  4.16e-01  5.11e-01  3.69e-01  4.29e-01  3.62e+00  2.07e+00  3.73e+00  5.64e+00  8.09e-01  6.86e+00  2.20e+01  8.34e+00  5.49e+00  5.76e+01  1.04e+01  9.50e+01  1.66e+00  6.66e+01  0.00e+00  1.21e+01  5.34e+00  3.92e+02  1.16e+01  1.35e+02
  4.72e-02  9.47e-01  4.14e-01  1.16e+00  2.86e-01  2.03e+00  1.09e+01  1.90e+01  2.26e+00  6.14e+00  9.98e-01  7.24e+00  8.62e+01  4.62e+01  9.11e+00  9.29e+01  5.47e+00  8.36e+01  1.74e+00  1.21e+01  0.00e+00  3.90e+04  1.05e+01  1.24e+04  4.02e+00
  4.39e-02  6.12e-01  3.83e-01  9.67e-01  1.53e-01  1.20e+00  6.61e+00  9.05e+00  1.44e+00  5.58e+00  5.84e-01  3.63e+00  4.65e+01  3.42e+01  4.30e+00  3.57e+01  2.88e+00  1.44e+02  8.65e-01  5.34e+00  3.90e+04  0.00e+00  5.71e+00  9.52e+02  2.96e+00
  3.74e-02  2.06e-01  4.82e-01  2.45e-01  4.09e-01  3.97e+00  1.46e+00  3.28e+00  4.14e+00  7.42e-01  4.78e+00  2.19e+01  8.25e+00  4.01e+00  5.10e+01  9.88e+00  2.81e+01  1.51e+00  9.09e+00  3.92e+02  1.05e+01  5.71e+00  0.00e+00  1.42e+01  1.51e+02
  2.98e-02  7.22e-01  3.10e-01  1.29e+00  3.07e-01  1.84e+00  9.29e+00  2.56e+01  2.10e+00  6.47e+00  1.26e+00  7.69e+00  9.08e+01  4.82e+01  1.04e+01  1.61e+02  6.38e+00  7.51e+01  1.68e+00  1.16e+01  1.24e+04  9.52e+02  1.42e+01  0.00e+00  4.55e+00
  3.53e-02  2.51e-01  3.13e-01  1.60e-01  1.99e-01  1.52e+00  9.35e-01  1.66e+00  2.15e+00  4.47e-01  1.45e+00  8.71e+00  3.16e+00  1.71e+00  1.37e+01  4.09e+00  1.76e+01  7.88e-01  7.72e+01  1.35e+02  4.02e+00  2.96e+00  1.51e+02  4.55e+00  0.00e+00
