3p^2^ ^3^P   0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
3p^2^ ^1^D   0.00E+00  0.00E+00  4.48E-16  1.66E-30  1.02E-32  6.84E-36  1.50E-37  1.42E-38  3.00E-39  5.48E-40  2.03E-48  1.37E-40  5.30E-41  3.12E-41  4.17E-50  4.91E-43  3.60E-43  8.71E-44  6.22E-44  3.32E-44  3.70E-45  2.70E-45  1.66E-45  9.68E-46  5.45E-46  6.50E-46  5.52E-45
3p^2^ ^1^S   0.00E+00  1.08E-09  0.00E+00  5.29E-25  3.25E-27  1.20E-38  0.00E+00  0.00E+00  3.20E-40  0.00E+00  4.34E-41  1.37E-41  5.41E-42  3.03E-42  9.03E-43  5.80E-44  4.44E-44  0.00E+00  8.02E-45  4.56E-45  0.00E+00  5.46E-46  0.00E+00  3.02E-46  0.00E+00  2.55E-46  2.37E-45
3p4s ^3^P    0.00E+00  8.67E-10  1.14E-10  0.00E+00  2.18E-11  4.54E-14  7.21E-16  6.47E-17  6.06E-17  2.39E-18  4.19E-18  1.59E-18  5.60E-19  3.08E-19  4.52E-20  4.73E-21  3.36E-21  6.00E-22  8.85E-22  6.00E-22  1.10E-22  1.48E-22  3.07E-23  7.49E-23  2.13E-23  5.36E-23  7.42E-23
3p4s ^1^P    0.00E+00  8.10E-11  1.07E-11  3.33E-10  0.00E+00  6.13E-12  5.81E-14  4.66E-15  7.35E-15  1.53E-16  4.80E-16  1.40E-16  4.61E-17  2.44E-17  4.15E-18  3.17E-19  2.22E-19  2.99E-20  5.85E-20  3.95E-20  5.79E-21  1.04E-20  1.44E-21  5.62E-21  1.14E-21  4.16E-21  3.96E-21
3s3p^3^ ^3^D 0.00E+00  5.37E-12  3.91E-21  6.86E-11  6.06E-10  0.00E+00  3.18E-11  2.20E-12  6.24E-12  6.23E-14  3.56E-13  8.32E-14  2.54E-14  1.29E-14  2.38E-15  1.40E-16  9.61E-17  9.23E-18  2.57E-17  1.73E-17  1.97E-18  5.38E-18  4.27E-19  3.01E-18  4.03E-19  2.41E-18  1.47E-18
3p4p ^1^P    0.00E+00  1.02E-11  0.00E+00  9.42E-11  4.96E-10  2.75E-09  0.00E+00  8.33E-10  1.35E-10  1.73E-11  0.00E+00  3.13E-12  1.03E-12  5.62E-13  0.00E+00  7.17E-15  4.95E-15  1.68E-15  1.28E-15  8.81E-16  3.59E-16  2.07E-16  7.16E-17  1.11E-16  7.19E-17  4.88E-17  7.71E-17
3p3d ^1^D    0.00E+00  6.38E-13  0.00E+00  5.59E-12  2.63E-11  1.26E-10  5.51E-10  0.00E+00  5.49E-10  4.33E-11  0.00E+00  6.20E-12  1.87E-12  9.86E-13  0.00E+00  1.05E-14  7.17E-15  2.43E-15  1.83E-15  1.25E-15  5.16E-16  2.83E-16  9.55E-17  1.56E-16  1.02E-16  6.53E-17  9.49E-17
3p4p ^3^D    0.00E+00  1.44E-13  6.36E-21  5.60E-12  4.43E-11  3.81E-10  9.57E-11  5.87E-10  0.00E+00  1.87E-10  8.05E-11  3.32E-11  9.04E-12  4.44E-12  3.34E-13  3.72E-14  2.50E-14  5.64E-15  6.47E-15  4.35E-15  1.23E-15  1.21E-15  2.07E-16  6.82E-16  2.41E-16  4.45E-16  2.93E-16
3p4p ^3^P    0.00E+00  1.76E-13  0.00E+00  1.48E-12  6.20E-12  2.55E-11  8.17E-11  3.10E-10  1.25E-09  0.00E+00  0.00E+00  3.87E-10  9.07E-11  4.22E-11  0.00E+00  2.80E-13  1.84E-13  6.19E-14  4.59E-14  3.11E-14  1.44E-14  6.66E-15  2.10E-15  3.99E-15  2.73E-15  1.48E-15  1.87E-15
3p4p ^3^S    0.00E+00  2.89E-21  2.56E-20  1.15E-11  8.61E-11  6.46E-10  0.00E+00  0.00E+00  2.39E-09  0.00E+00  0.00E+00  8.46E-10  1.93E-10  8.45E-11  1.51E-11  4.80E-13  3.18E-13  0.00E+00  8.45E-14  5.53E-14  0.00E+00  2.24E-14  0.00E+00  1.21E-14  0.00E+00  1.18E-14  3.46E-15
