3p^2^ ^3^P   0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
3p^2^ ^1^D   0.00E+00  0.00E+00  1.62E-11  3.87E-14  5.32E-15  2.23E-16  6.16E-17  2.45E-17  1.10E-17  4.35E-18  7.79E-26  2.55E-18  1.97E-18  1.45E-18  1.17E-26  7.19E-20  6.78E-20  1.58E-20  1.16E-20  7.25E-21  4.20E-21  3.84E-21  2.59E-21  2.17E-21  1.73E-21  2.29E-21  2.34E-18
3p^2^ ^1^S   0.00E+00  1.11E-09  0.00E+00  2.42E-13  3.93E-14  3.90E-22  0.00E+00  0.00E+00  1.08E-22  0.00E+00  5.10E-23  4.00E-23  3.27E-23  2.30E-23  7.68E-24  9.01E-25  8.84E-25  0.00E+00  1.05E-25  4.51E-26  0.00E+00  2.21E-26  0.00E+00  1.92E-26  0.00E+00  2.55E-26  1.02E-22
3p4s ^3^P    0.00E+00  3.36E-10  3.07E-11  0.00E+00  4.10E-10  4.49E-11  9.37E-12  3.57E-12  2.84E-12  5.83E-13  4.84E-13  6.55E-13  4.83E-13  3.43E-13  5.78E-14  1.62E-14  1.52E-14  2.14E-15  3.15E-15  2.51E-15  2.31E-15  3.85E-15  8.78E-16  2.99E-15  1.19E-15  3.31E-15  5.52E-13
3p4s ^1^P    0.00E+00  1.92E-10  2.07E-11  1.70E-09  0.00E+00  1.14E-09  1.60E-10  5.35E-11  5.72E-11  7.79E-12  1.17E-11  1.15E-11  8.12E-12  5.64E-12  1.23E-12  2.70E-13  2.49E-13  2.83E-14  5.59E-14  4.62E-14  3.36E-14  7.55E-14  1.15E-14  6.21E-14  1.76E-14  7.07E-14  7.05E-12
3s3p^3^ ^3^D 0.00E+00  5.57E-12  1.42E-19  1.29E-10  7.91E-10  0.00E+00  5.52E-10  1.52E-10  2.45E-10  1.84E-11  5.26E-11  3.93E-11  2.58E-11  1.74E-11  4.54E-12  8.09E-13  7.37E-13  6.15E-14  1.78E-13  1.51E-13  8.31E-14  2.82E-13  2.45E-14  2.40E-13  4.43E-14  2.92E-13  1.67E-11
3p4p ^1^P    0.00E+00  1.36E-11  0.00E+00  2.38E-10  9.81E-10  4.88E-09  0.00E+00  3.96E-09  1.23E-09  3.65E-10  0.00E+00  1.80E-10  1.23E-10  8.63E-11  0.00E+00  4.14E-12  3.75E-12  1.12E-12  8.99E-13  7.84E-13  1.56E-12  1.12E-12  4.27E-13  9.03E-13  8.16E-13  6.13E-13  8.88E-11
3p3d ^1^D    0.00E+00  3.31E-12  0.00E+00  5.55E-11  2.00E-10  8.23E-10  2.42E-09  0.00E+00  2.36E-09  5.66E-10  0.00E+00  2.51E-10  1.62E-10  1.12E-10  0.00E+00  5.31E-12  4.76E-12  1.48E-12  1.20E-12  1.06E-12  2.13E-12  1.45E-12  5.37E-13  1.19E-12  1.09E-12  7.70E-13  9.47E-11
3p4p ^3^D    0.00E+00  6.23E-13  8.99E-20  1.86E-11  9.01E-11  5.59E-10  3.17E-10  9.91E-10  0.00E+00  6.81E-10  3.64E-10  4.31E-10  2.52E-10  1.66E-10  2.16E-11  7.45E-12  6.60E-12  1.37E-12  1.73E-12  1.53E-12  2.05E-12  2.48E-12  4.69E-13  2.10E-12  1.02E-12  2.08E-12  1.09E-10
3p4p ^3^P    0.00E+00  5.44E-13  0.00E+00  8.40E-12  2.70E-11  9.20E-11  2.07E-10  5.24E-10  1.50E-09  0.00E+00  0.00E+00  1.31E-09  6.63E-10  4.24E-10  0.00E+00  1.80E-11  1.56E-11  5.23E-12  4.20E-12  3.85E-12  8.18E-12  4.71E-12  1.63E-12  4.16E-12  3.89E-12  2.34E-12  2.16E-10
3p4p ^3^S    0.00E+00  3.16E-20  3.02E-19  2.26E-11  1.31E-10  8.55E-10  0.00E+00  0.00E+00  2.60E-09  0.00E+00  0.00E+00  2.15E-09  1.04E-09  6.13E-10  2.08E-10  2.42E-11  2.12E-11  0.00E+00  5.81E-12  4.99E-12  0.00E+00  1.13E-11  0.00E+00  9.12E-12  0.00E+00  1.34E-11  3.02E-10
3p3d ^3^F    0.00E+00  1.74E-13  3.98E-20  5.14E-12  2.18E-11  1.07E-10  5.56E-11  1.27E-10  5.17E-10  7.13E-10  3.62E-10  0.00E+00  9.74E-10  5.53E-10  5.43E-11  2.04E-11  1.74E-11  4.21E-12  4.84E-12  4.37E-12  6.60E-12  6.43E-12  1.20E-12  5.44E-12  3.00E-12  5.06E-12  2.09E-10
3p4p ^1^D    0.00E+00  6.01E-13  1.46E-19  1.70E-11  6.87E-11  3.15E-10  1.70E-10  3.67E-10  1.35E-09  1.62E-09  7.81E-10  4.36E-09  0.00E+00  4.74E-09  4.14E-10  1.45E-10  1.22E-10  3.04E-11  3.46E-11  3.15E-11  4.78E-11  4.53E-11  8.01E-12  3.80E-11  2.08E-11  3.58E-11  1.28E-09
3p3d ^3^P    0.00E+00  2.72E-13  6.29E-20  7.39E-12  2.93E-11  1.30E-10  7.33E-11  1.56E-10  5.48E-10  6.36E-10  2.83E-10  1.52E-09  2.91E-09  0.00E+00  4.25E-10  1.39E-10  1.15E-10  2.95E-11  3.29E-11  3.03E-11  4.71E-11  4.20E-11  6.96E-12  3.45E-11  1.90E-11  3.30E-11  9.97E-10
3p4p ^1^S    0.00E+00  2.69E-20  2.58E-19  1.53E-11  7.84E-11  4.18E-10  0.00E+00  0.00E+00  8.76E-10  0.00E+00  1.18E-09  1.83E-09  3.12E-09  5.22E-09  0.00E+00  4.74E-10  3.85E-10  0.00E+00  1.15E-10  9.45E-11  0.00E+00  2.54E-10  0.00E+00  1.52E-10  0.00E+00  2.90E-10  2.86E-09
3p3d ^1^F    0.00E+00  3.91E-14  7.15E-21  1.01E-12  4.06E-12  1.76E-11  1.02E-11  2.14E-11  7.13E-11  7.83E-11  3.24E-11  1.62E-10  2.59E-10  4.04E-10  1.12E-10  0.00E+00  1.84E-10  2.59E-11  2.49E-11  1.97E-11  3.41E-11  2.65E-11  2.69E-12  1.65E-11  8.48E-12  3.63E-11  4.77E-10
