3p^2^ ^3P^   0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
3p^2^ ^1^D   0.00E+00  0.00E+00  5.78E-11  3.58E-12  1.01E-12  8.04E-14  3.22E-14  1.74E-14  9.37E-15  4.17E-15  5.29E-22  2.62E-15  2.15E-15  1.56E-15  8.79E-23  6.43E-17  6.29E-17  1.18E-17  7.95E-18  3.80E-18  2.04E-18  1.91E-18  1.31E-18  1.14E-18  9.55E-19  1.28E-18  7.10E-15
3p^2^ ^1^S   0.00E+00  1.07E-09  0.00E+00  4.66E-12  1.71E-12  6.31E-19  0.00E+00  0.00E+00  2.04E-19  0.00E+00  1.05E-19  8.71E-20  7.63E-20  5.49E-20  1.75E-20  1.87E-21  1.86E-21  0.00E+00  1.77E-22  5.01E-23  0.00E+00  3.00E-24  0.00E+00  2.74E-24  0.00E+00  3.85E-24  4.83E-19
3p4s ^3^P    0.00E+00  2.49E-10  1.75E-11  0.00E+00  1.01E-09  1.55E-10  4.46E-11  2.31E-11  1.96E-11  5.11E-12  3.34E-12  5.62E-12  4.52E-12  3.17E-12  4.57E-13  1.24E-13  1.21E-13  1.34E-14  1.67E-14  9.92E-15  9.07E-15  1.55E-14  3.59E-15  1.28E-14  5.31E-15  1.49E-14  1.37E-11
3p4s ^1^P    0.00E+00  2.48E-10  2.27E-11  3.58E-09  0.00E+00  2.47E-09  5.22E-10  2.42E-10  2.49E-10  4.85E-11  5.28E-11  6.66E-11  5.19E-11  3.61E-11  6.68E-12  1.46E-12  1.40E-12  1.31E-13  2.18E-13  1.45E-13  1.13E-13  2.60E-13  4.00E-14  2.25E-13  6.65E-14  2.71E-13  1.29E-10
3s3p^3^ ^3^D 0.00E+00  7.33E-12  3.11E-18  2.03E-10  9.16E-10  0.00E+00  8.68E-10  3.38E-10  4.56E-10  5.57E-11  1.07E-10  1.03E-10  7.61E-11  5.19E-11  1.16E-11  2.07E-12  1.98E-12  1.42E-13  3.44E-13  2.49E-13  1.50E-13  5.24E-13  4.60E-14  4.71E-13  9.03E-14  6.06E-13  1.47E-10
3p4p ^1^P    0.00E+00  1.95E-11  0.00E+00  3.89E-10  1.29E-09  5.77E-09  0.00E+00  5.71E-09  2.10E-09  7.06E-10  0.00E+00  3.83E-10  2.87E-10  1.99E-10  0.00E+00  8.08E-12  7.69E-12  1.77E-12  1.31E-12  9.70E-13  2.14E-12  1.57E-12  6.04E-13  1.34E-12  1.25E-12  9.56E-13  5.85E-10
3p3d ^1^D    0.00E+00  6.39E-12  0.00E+00  1.22E-10  3.63E-10  1.36E-09  3.46E-09  0.00E+00  3.12E-09  9.01E-10  0.00E+00  4.58E-10  3.32E-10  2.29E-10  0.00E+00  9.43E-12  8.89E-12  2.16E-12  1.64E-12  1.28E-12  2.89E-12  2.02E-12  7.57E-13  1.75E-12  1.65E-12  1.19E-12  5.76E-10
3p4p ^3^D    0.00E+00  1.29E-12  1.52E-18  3.88E-11  1.40E-10  6.87E-10  4.77E-10  1.17E-09  0.00E+00  8.04E-10  4.27E-10  6.11E-10  4.12E-10  2.74E-10  3.38E-11  1.10E-11  1.03E-11  1.70E-12  2.03E-12  1.63E-12  2.48E-12  3.07E-12  5.90E-13  2.74E-12  1.38E-12  2.87E-12  5.59E-10
3p4p ^3^P    0.00E+00  1.10E-12  0.00E+00  1.94E-11  5.21E-11  1.61E-10  3.07E-10  6.46E-10  1.54E-09  0.00E+00  0.00E+00  1.43E-09  8.63E-10  5.54E-10  0.00E+00  2.17E-11  1.99E-11  5.44E-12  4.19E-12  3.56E-12  8.63E-12  5.11E-12  1.78E-12  4.75E-12  4.62E-12  2.82E-12  9.03E-10
