
Collection of rates and branching fractions of atom-hydrogen collisions at low energies by Barklem and collegues
(Uppsala University) determined from the LCAO model.

The data set is limited to the Mutual Neutralization channel starting from ions in their ground state,
   A+ + H-  --->  A* + H + E_KER
where A* denotes the atom in a possibly excited state and E_KER is the kinetic energy release in the reaction.

Kinetic energy releases can be derived from the listed energy levels (which are LS-term averaged energies) through
   E_KER = E_i(A) - E_ea(H) + E_LS(A)
where E_i is the (first) ionization energy of atom A (should be between term-averaged levels), E_ea is the
electron affinity of hydrogen and E_LS the term-averaged excitation energy of atom A.

Note that these rates, and the derived branching fractions, asssume a Maxwellian velocity distribution
of the reactants.

References: see list under inelastic collisions at: https://github.com/barklem/public-data

Compiled by Jon Grumer, Uppsala University, 2020

  A+H                                         T = 1000 K                 T = 3000 K                 T = 7000 K
  ------- -------------  ------------    ------------------         ------------------         ------------------
  Li+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Li+.1s2                         0.0
  ----->  5p                  35041.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Na+                     0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00


  Mg+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Mg+.3s                          0.0
  ----->  3s2.1S                  0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3p.3Po              21870.0    5.190e-12     0.00         4.350e-12     0.00         6.140e-12     0.00
  ----->  3p.1Po              35051.3    7.910e-09     2.67         5.580e-09     2.86         5.160e-09     3.29
  ----->  4s.3S               41197.4    3.760e-08    12.68         2.560e-08    13.13         2.200e-08    14.04
  ----->  4s.1S               43503.3    5.080e-08    17.14         3.270e-08    16.77         2.540e-08    16.21
  ----->  3d.1D               46403.1    2.940e-08     9.92         1.920e-08     9.85         1.510e-08     9.64
  ----->  4p.3Po              47844.0    9.830e-08    33.16         6.530e-08    33.50         5.290e-08    33.77
  ----->  3d.3D               47957.0    6.470e-08    21.83         4.160e-08    21.34         3.230e-08    20.62
  ----->  4p.1Po              49346.7    7.710e-09     2.60         4.940e-09     2.53         3.780e-09     2.41
  ----->  5s.3S               51872.5    1.470e-11     0.00         9.780e-12     0.01         7.750e-12     0.00
  ----->  5s.1S               52556.2    5.990e-14     0.00         4.050e-14     0.00         3.270e-14     0.00
  ----->  4d.1D               53134.6    1.160e-16     0.00         7.990e-17     0.00         6.560e-17     0.00
  ----->  4d.3D               54192.3    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  5p.3Po              54250.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4f.3Fo              54676.4    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  4f.1Fo              54676.7    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  5p.1Po              54706.5    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  Mg+.3s                  0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00


  Si+H                        E[cm-1]    Rate[-1]     BF[%]         Rate[-1]     BF[%]         Rate[-1]     BF[%]
  Si+.2Po                         0.0
  ----->  3p2.3P                  0.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3p2.1D               6298.9    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3p2.1S              15394.4    8.270e-12     0.00         6.620e-12     0.00         8.080e-12     0.01
  ----->  3p3.5So             33326.1    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3p4s.3Po            39683.0    2.800e-10     0.10         2.280e-10     0.13         2.830e-10     0.20
  ----->  3p4s.1Po            40991.9    4.120e-09     1.54         3.000e-09     1.72         2.940e-09     2.11
  ----->  3p3.3Do             45276.0    0.000e+00     0.00         0.000e+00     0.00         0.000e+00     0.00
  ----->  3p4p.1P             47284.1    1.540e-08     5.75         1.050e-08     6.02         9.160e-09     6.58
  ----->  3p3d.1Do            47351.6    1.290e-08     4.82         8.670e-09     4.97         7.280e-09     5.23
  ----->  3p4p.3D             48020.0    4.850e-08    18.11         3.260e-08    18.68         2.730e-08    19.60
